Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-9,c-20,c-2,1755,OH,BTV,BOS,181,N
c-10,c-30,c-7,1054,FL,CLT,ATL,227,N
c-7,c-20,c-3,1352,AA,TUS,ORD,1437,Y
c-6,c-16,c-4,1059,US,CLT,DEN,1337,N
c-8,c-28,c-7,2018,MQ,ORD,CVG,264,N
c-1,c-12,c-3,1205,WN,DTW,MDW,229,Y
c-2,c-3,c-4,921,TZ,MSP,MDW,349,N
c-7,c-9,c-6,1359,OO,SFO,RNO,192,Y
c-8,c-23,c-2,1623,MQ,GRR,ORD,137,N
c-9,c-1,c-4,1529,MQ,GRK,DFW,134,N
c-5,c-24,c-2,1256,OO,SLC,OMA,839,N
c-2,c-11,c-5,1629,DL,ATL,TPA,406,Y
c-1,c-2,c-7,1250,WN,SAN,OAK,446,Y
c-3,c-11,c-5,1504,EV,ATL,AGS,143,N
c-4,c-11,c-1,920,CO,IAH,PDX,1825,N
c-11,c-27,c-7,1717,OH,ERI,CVG,316,Y
c-8,c-7,c-7,1000,OH,LGA,GSO,461,N
c-3,c-17,c-4,2032,MQ,ALB,ORD,723,Y
c-4,c-29,c-5,936,OO,RDM,PDX,116,N
c-6,c-25,c-6,2051,AA,DFW,SAN,1171,N
c-3,c-2,c-3,802,NW,FAR,MSP,223,N
c-10,c-15,c-6,1320,AA,SLC,ORD,1249,N
c-2,c-22,c-2,1428,DL,CLT,ATL,227,Y
c-5,c-28,c-6,1830,UA,ORD,EWR,719,Y
c-12,c-22,c-4,1608,AS,RNO,SEA,564,Y
c-10,c-4,c-2,832,AA,TPA,DFW,929,N
c-10,c-28,c-5,1815,US,PHL,MCI,1038,N
c-12,c-4,c-7,1229,DL,MSP,ATL,906,Y
c-7,c-14,c-4,1135,NW,MSP,BIL,748,N
c-3,c-11,c-5,856,DH,IAD,GSO,239,N
c-11,c-13,c-7,1958,WN,PHX,SAT,843,Y
c-8,c-19,c-5,817,DL,ATL,SJU,1547,Y
c-5,c-18,c-3,1315,WN,LAS,LAX,236,Y
c-1,c-29,c-6,2127,US,CLT,EWR,529,Y
c-1,c-2,c-7,1744,WN,MDW,MCO,989,Y
c-6,c-27,c-1,1945,WN,DAL,ABQ,580,N
c-4,c-4,c-1,1242,MQ,ORD,MSN,109,N
c-4,c-15,c-5,1700,OH,IAD,JFK,228,Y
c-4,c-10,c-7,1709,AA,BNA,LAX,1797,N
c-3,c-29,c-2,1723,US,BOS,PHL,280,Y
c-2,c-2,c-3,1159,OH,MSN,CVG,373,Y
c-9,c-2,c-5,554,US,DCA,CLT,331,N
c-6,c-16,c-4,2001,MQ,CVG,DFW,812,Y
c-1,c-6,c-4,945,XE,IAH,BFL,1428,N
c-6,c-3,c-5,1945,DL,ATL,SFO,2139,Y
c-2,c-22,c-2,2041,XE,EWR,CLT,529,Y
c-11,c-21,c-1,1544,OO,SFO,MRY,77,N
c-5,c-28,c-6,1100,OH,LGA,JAX,834,N
c-3,c-3,c-4,2027,UA,DEN,OKC,495,Y
c-5,c-11,c-3,1156,NW,DTW,BOS,632,N
c-5,c-24,c-2,658,HP,SNA,PHX,338,N
c-2,c-4,c-5,1955,EV,CVG,GRR,268,Y
c-11,c-20,c-7,2000,AA,LGA,ORD,733,N
c-11,c-1,c-2,1731,XE,EWR,BNA,748,Y
c-7,c-14,c-4,1734,AA,DFW,ANC,3043,Y
c-7,c-1,c-5,1616,NW,MSP,FNT,491,N
c-11,c-22,c-2,2123,WN,LAS,LBB,775,Y
c-7,c-1,c-5,1307,OO,SFO,MRY,77,Y
c-12,c-4,c-7,724,MQ,RDU,MCO,534,N
c-7,c-13,c-3,1535,FL,MIA,ATL,595,Y
c-9,c-2,c-5,1215,NW,MKE,MSP,297,N
c-11,c-22,c-2,1651,DL,MCO,LGA,950,Y
c-8,c-9,c-2,1640,MQ,CVG,DFW,812,N
c-6,c-29,c-3,2245,EV,ATL,BNA,214,N
c-12,c-21,c-3,1352,XE,PWM,CLE,609,Y
c-10,c-18,c-2,2130,AA,ORD,LAS,1515,Y
c-12,c-18,c-7,2008,OO,DEN,FSD,483,Y
c-10,c-11,c-2,1639,XE,EWR,CHS,628,Y
c-7,c-28,c-4,830,NW,GFK,MSP,284,N
c-1,c-22,c-6,1237,XE,CLE,BUF,192,Y
c-6,c-13,c-1,725,WN,CRP,HOU,187,N
c-7,c-12,c-2,1352,NW,DTW,MSP,528,N
c-12,c-8,c-4,1100,EV,ATL,ISO,406,Y
c-2,c-21,c-1,1950,MQ,XNA,LGA,1147,Y
c-12,c-28,c-3,629,B6,MCO,JFK,944,N
c-10,c-2,c-7,1506,NW,MSP,BNA,695,N
c-5,c-3,c-2,203,DL,LAS,JFK,2248,Y
c-7,c-5,c-2,1925,OH,ACY,CVG,542,Y
c-6,c-6,c-1,2216,MQ,RDU,EWR,416,Y
c-7,c-18,c-1,1102,OH,CVG,SDF,83,N
c-1,c-2,c-7,1857,NW,MSP,BOS,1124,N
c-5,c-14,c-6,1750,OO,COS,LAX,833,N
c-11,c-18,c-5,2050,OO,SLC,RDM,526,Y
c-9,c-19,c-1,1529,CO,IAH,ORD,925,Y
c-2,c-20,c-7,1600,CO,TPA,EWR,998,Y
c-3,c-16,c-3,1218,HP,LAS,RNO,345,N
c-7,c-19,c-2,1230,DH,IAD,EWR,213,N
c-8,c-25,c-4,1959,AA,DFW,CMH,927,Y
c-4,c-6,c-3,1800,HP,PHX,MSP,1276,N
c-12,c-22,c-4,1556,MQ,DFW,TXK,181,N
c-11,c-11,c-5,1845,OH,CAK,CVG,214,N
c-12,c-28,c-3,1803,WN,MCI,MDW,405,Y
c-6,c-22,c-3,948,US,PIT,PHX,1813,N
c-9,c-20,c-2,2110,OH,CVG,ORD,264,Y
c-1,c-19,c-3,1725,CO,IAH,PHL,1324,Y
c-6,c-1,c-3,954,NW,PBI,DTW,1087,N
c-12,c-2,c-5,855,WN,MDW,TPA,997,N
c-1,c-5,c-3,1822,UA,IAD,LAX,2288,Y
c-2,c-20,c-7,1225,WN,SMF,SAN,480,Y
c-12,c-18,c-7,1649,AA,SFO,JFK,2586,Y
c-3,c-7,c-1,2025,NW,MKE,MSP,297,Y
c-10,c-8,c-6,1859,AA,MIA,MCO,193,Y
c-11,c-26,c-6,1447,NW,MEM,MKE,556,Y
c-11,c-28,c-1,810,WN,MDW,HOU,937,Y
c-3,c-1,c-2,925,XE,EWR,BHM,850,N
c-4,c-1,c-5,1312,US,ORD,PHL,678,Y
c-12,c-22,c-4,639,WN,OKC,MCI,313,N
c-6,c-27,c-1,912,NW,ORD,MSP,334,N
c-11,c-21,c-1,1318,AA,DFW,LGB,1220,Y
c-6,c-18,c-6,1036,CO,IAH,PHL,1324,N
c-6,c-27,c-1,1455,OO,SLC,BIL,387,N
c-11,c-17,c-4,1751,MQ,DSM,DFW,624,N
c-4,c-10,c-7,949,AA,DFW,SMF,1431,N
c-12,c-27,c-2,2315,NW,MSP,BIL,748,Y
c-1,c-3,c-1,1636,WN,CLE,LAS,1825,Y
c-1,c-23,c-7,2157,US,CLT,JAX,329,N
c-4,c-12,c-2,2007,AA,MIA,RDU,700,N
c-5,c-20,c-5,2211,EV,ATL,ROA,357,N
c-3,c-9,c-3,729,DL,CVG,SLC,1449,Y
c-5,c-5,c-4,1202,HP,PHX,AUS,872,N
c-3,c-14,c-1,2105,WN,PHX,SAN,304,Y
c-3,c-19,c-6,1750,OH,CVG,SRQ,812,Y
c-8,c-4,c-4,1815,WN,PIT,PHL,267,Y
c-1,c-12,c-3,810,EV,JAN,ATL,341,Y
c-3,c-31,c-4,1423,NW,MEM,MSP,700,Y
c-2,c-16,c-3,1938,OH,CVG,ATW,411,Y
c-12,c-18,c-7,740,AA,SAT,DFW,247,N
c-9,c-16,c-5,1445,FL,ATL,BUF,712,Y
c-3,c-30,c-3,1718,WN,LBB,DAL,293,Y
c-5,c-4,c-3,1652,NW,MSP,LGA,1020,N
c-5,c-20,c-5,1225,WN,RNO,SJC,188,Y
c-4,c-6,c-3,1247,DL,TUS,ATL,1541,Y
c-12,c-22,c-4,1201,HP,LAS,PHX,256,Y
c-4,c-26,c-2,1531,UA,DEN,PHX,602,Y
c-10,c-17,c-1,640,WN,CMH,MDW,284,N
c-10,c-19,c-3,1530,AA,DFW,MIA,1121,N
c-4,c-3,c-7,755,WN,PHL,MHT,290,Y
c-10,c-16,c-7,1417,HP,OAK,LAS,407,Y
c-9,c-9,c-5,746,AA,DFW,DCA,1192,N
c-1,c-28,c-5,907,OO,SFO,SMF,86,Y
c-3,c-16,c-3,710,EV,STL,SLC,1156,N
c-7,c-2,c-6,926,UA,BOS,ORD,867,Y
c-6,c-8,c-3,2030,OH,CVG,ISP,626,Y
c-10,c-24,c-1,1624,OH,CVG,GRR,268,Y
c-8,c-15,c-1,2155,WN,ISP,BWI,220,Y
c-6,c-11,c-6,1500,HP,PHX,EWR,2133,N
c-2,c-21,c-1,1406,DH,IAD,PIT,183,N
c-2,c-18,c-5,1915,WN,RNO,SJC,188,Y
c-12,c-27,c-2,1725,WN,HOU,AUS,148,Y
c-11,c-22,c-2,935,WN,PHX,ELP,347,N
c-12,c-23,c-5,1110,DL,SLC,SNA,588,N
c-3,c-13,c-7,836,AS,JNU,ANC,571,Y
c-12,c-18,c-7,817,HP,GEG,PHX,1020,N
c-6,c-25,c-6,1308,AA,ORD,ATL,606,Y
c-12,c-10,c-6,1907,MQ,ORD,LEX,323,Y
c-5,c-13,c-5,924,XE,DCA,CLE,310,N
c-8,c-21,c-7,1820,OO,PHX,SLC,507,N
c-7,c-11,c-1,1250,DL,SEA,ATL,2182,Y
c-2,c-9,c-3,859,OO,ORD,MCI,403,Y
c-4,c-21,c-4,1815,WN,LAS,LAX,236,Y
c-3,c-1,c-2,1507,AA,LAX,LAS,236,N
c-2,c-11,c-5,605,UA,PHX,DEN,602,N
c-11,c-28,c-1,1758,UA,ORD,MDT,594,N
c-10,c-10,c-1,2011,AA,DFW,BOS,1562,Y
c-2,c-14,c-1,1016,US,PHL,SEA,2378,Y
c-11,c-22,c-2,837,OO,DEN,GJT,212,N
c-11,c-1,c-2,610,MQ,ATL,ORD,606,N
c-8,c-5,c-5,6,AA,DFW,ELP,551,Y
c-5,c-5,c-4,834,US,PHL,SYR,228,N
c-5,c-20,c-5,617,AA,DTW,DFW,987,N
c-9,c-29,c-4,1022,XE,DTW,EWR,487,Y
c-7,c-21,c-4,2049,DL,ATL,IAD,533,Y
c-1,c-13,c-4,1747,DL,JFK,CVG,589,Y
c-2,c-27,c-7,1813,CO,RSW,IAH,861,N
c-9,c-22,c-4,740,WN,BWI,MCO,787,N
c-7,c-24,c-7,1620,WN,PHX,SJC,621,Y
c-11,c-18,c-5,1910,DL,EWR,CVG,569,Y
c-4,c-18,c-1,1405,WN,OKC,MCI,313,Y
c-9,c-17,c-6,1110,OO,COD,SLC,298,Y
c-8,c-15,c-1,1326,WN,LAX,SJC,308,Y
c-3,c-23,c-3,1345,WN,MSY,LAX,1671,Y
c-5,c-23,c-1,1705,HP,FLL,PHX,1972,Y
c-4,c-3,c-7,2015,WN,SMF,PHX,647,Y
c-10,c-14,c-5,931,CO,LGA,IAH,1416,Y
c-5,c-4,c-3,1433,OO,SMF,LAX,373,N
c-2,c-13,c-7,1614,MQ,BOS,DCA,399,N
c-9,c-18,c-7,1340,WN,MCO,ISP,972,N
c-6,c-25,c-6,1333,MQ,LAW,DFW,140,N
c-2,c-4,c-5,1104,OO,SLC,TUS,601,N
c-10,c-16,c-7,1600,WN,HOU,DAL,239,N
c-4,c-18,c-1,1345,WN,ABQ,PDX,1111,N
c-10,c-2,c-7,2000,WN,LAS,SAN,258,Y
c-7,c-2,c-6,1746,UA,PHX,ORD,1440,N
c-5,c-21,c-6,1220,XE,LIT,IAH,374,N
c-3,c-3,c-4,2025,OO,SLC,FCA,532,N
c-3,c-15,c-2,800,WN,JAX,ORF,543,N
c-9,c-22,c-4,1459,OO,ORD,JAX,865,Y
c-5,c-30,c-1,1109,OO,SLC,PIH,150,N
c-2,c-19,c-6,1953,US,DCA,MCO,759,N
c-11,c-9,c-3,1447,UA,DEN,LAX,862,N
c-3,c-24,c-4,2140,OO,LAX,COS,833,Y
c-2,c-23,c-3,1755,WN,DAL,ABQ,580,N
c-7,c-23,c-6,1842,NW,MSP,FAR,223,N
c-6,c-5,c-7,2130,EV,ATL,BTR,449,Y
c-7,c-11,c-1,735,AA,AUS,DFW,190,N
c-1,c-25,c-2,726,MQ,SBA,LAX,89,N
c-5,c-11,c-3,1640,WN,SAN,OAK,446,N
c-4,c-8,c-5,1130,DL,LGA,BOS,185,N
c-2,c-15,c-2,1016,OO,PSP,LAX,110,N
c-9,c-21,c-3,2114,UA,DEN,MCI,533,N
c-4,c-14,c-4,930,US,CLT,STT,1520,N
c-12,c-26,c-1,1355,OO,SLC,MSO,436,Y
c-12,c-17,c-6,1933,AA,ORD,DEN,888,Y
c-11,c-17,c-4,1925,UA,LGA,ORD,733,Y
c-9,c-28,c-3,2046,AA,DFW,MCI,460,Y
c-10,c-17,c-1,1649,XE,EWR,PHL,81,Y
c-7,c-21,c-4,1952,AA,ORD,SNA,1726,Y
c-8,c-10,c-3,2045,OH,HSV,ATL,151,Y
c-10,c-24,c-1,1037,XE,MCI,EWR,1092,N
c-6,c-1,c-3,1855,WN,MHT,TPA,1204,Y
c-9,c-3,c-6,656,CO,FLL,EWR,1065,N
c-12,c-31,c-6,1427,HP,PHX,PDX,1009,N
c-1,c-11,c-2,1038,OH,GRB,CVG,416,N
c-10,c-14,c-5,1547,NW,DTW,MIA,1145,N
c-9,c-6,c-2,812,AA,ORD,STL,258,N
c-7,c-18,c-1,738,UA,ANC,ORD,2846,N
c-1,c-6,c-4,1707,WN,LAS,ALB,2237,Y
c-5,c-7,c-6,2028,DL,SLC,LAS,368,N
c-5,c-1,c-7,1557,EV,TRI,CVG,216,N
c-6,c-1,c-3,1551,AA,LAX,DFW,1235,N
c-3,c-21,c-1,2228,DL,LAX,ATL,1946,N
c-9,c-20,c-2,1850,FL,MEM,ATL,332,Y
c-2,c-8,c-2,1938,UA,EWR,ORD,719,N
c-12,c-19,c-1,1443,OO,ICT,DEN,419,Y
c-9,c-11,c-7,549,B6,JFK,SJU,1597,N
c-12,c-8,c-4,650,OO,LAX,ONT,47,N
c-4,c-13,c-3,1501,DL,ATL,ORD,606,N
c-4,c-21,c-4,1641,FL,ATL,TPA,406,N
c-1,c-30,c-7,1212,WN,TPA,BNA,612,N
c-5,c-9,c-1,1256,UA,IAD,DEN,1452,N
c-4,c-1,c-5,1506,FL,ATL,EWR,745,Y
c-1,c-3,c-1,1225,WN,PHX,MDW,1444,Y
c-12,c-8,c-4,1124,NW,MSP,MKE,297,Y
c-12,c-12,c-1,1048,WN,LAS,ABQ,487,Y
c-3,c-14,c-1,637,XE,ABE,CLE,339,N
c-4,c-8,c-5,1514,DL,ATL,CAE,191,N
c-9,c-11,c-7,1923,US,PHL,ROC,257,N
c-8,c-11,c-4,1040,XE,ICT,IAH,542,N
c-5,c-16,c-1,1933,MQ,DFW,SGF,364,N
c-11,c-16,c-3,812,OO,ORD,SDF,286,Y
c-4,c-14,c-4,612,MQ,CRP,DFW,354,N
c-2,c-2,c-3,1734,US,PHL,PIT,267,Y
c-9,c-27,c-2,1653,DL,SLC,ORD,1249,N
c-11,c-9,c-3,47,B6,DEN,BOS,1754,Y
c-6,c-21,c-2,1115,WN,LAS,MDW,1521,N
c-8,c-16,c-2,2142,AS,SEA,BOI,399,Y
c-11,c-5,c-6,1141,NW,MSP,COS,725,N
c-3,c-23,c-3,1421,CO,HDN,IAH,986,N
c-11,c-23,c-3,700,WN,SAN,OAK,446,N
c-10,c-24,c-1,1945,EV,ABE,ATL,692,N
c-1,c-1,c-6,2040,MQ,RDU,STL,667,Y
c-2,c-15,c-2,1035,AA,IAH,DFW,224,Y
c-6,c-8,c-3,1415,OH,DCA,BOS,399,Y
c-3,c-30,c-3,621,AA,BWI,DFW,1217,N
c-2,c-16,c-3,911,DH,IAD,IND,476,N
c-6,c-11,c-6,2037,DL,ATL,FLL,581,Y
c-4,c-8,c-5,1916,MQ,BOS,LGA,185,Y
c-5,c-25,c-3,1736,CO,ANC,SEA,1449,Y
c-11,c-6,c-7,2044,AA,DFW,RDU,1062,Y
c-2,c-18,c-5,820,OH,MCO,RSW,133,N
c-5,c-6,c-5,1809,OO,LAX,SAT,1210,N
c-3,c-5,c-6,1648,AA,EGE,LGA,1739,Y
c-9,c-28,c-3,1033,EV,SBN,ATL,566,N
c-5,c-20,c-5,1831,MQ,SGF,ORD,438,Y
c-7,c-16,c-6,2137,AA,DFW,TUL,237,Y
c-11,c-22,c-2,658,DL,ATL,DCA,547,Y
c-10,c-3,c-1,1925,NW,GRB,DTW,288,Y
c-12,c-26,c-1,1124,AA,RNO,ORD,1671,N
c-3,c-20,c-7,810,DL,FLL,ATL,581,N
c-3,c-29,c-2,1020,AS,PDX,SNA,859,N
c-3,c-20,c-7,2119,CO,EWR,FLL,1065,Y
c-6,c-12,c-7,952,UA,ORD,OMA,416,N
c-5,c-21,c-6,1120,MQ,SBP,LAX,155,N
c-7,c-25,c-1,1608,HP,SFO,PHX,651,Y
c-7,c-12,c-2,915,WN,MCI,OKC,313,N
c-1,c-12,c-3,1140,WN,PDX,PHX,1009,Y
c-3,c-5,c-6,1617,DL,DEN,ATL,1199,Y
c-3,c-6,c-7,1139,XE,RDU,IAH,1043,N
c-1,c-25,c-2,2110,EV,ATL,CAK,528,Y
c-2,c-4,c-5,1658,UA,BOS,DEN,1754,Y
c-9,c-5,c-1,2018,DL,SLC,JAC,205,N
c-1,c-18,c-2,1330,CO,DFW,IAH,224,N
c-9,c-15,c-4,1020,WN,TPA,FLL,197,N
c-9,c-5,c-1,1801,OO,ORD,SLC,1249,Y
c-1,c-28,c-5,1427,AA,DFW,STL,551,Y
c-3,c-27,c-7,1422,XE,COS,IAH,809,N
c-4,c-1,c-5,2123,AA,DFW,DAY,861,Y
c-7,c-25,c-1,1120,WN,LAX,HOU,1390,N
c-6,c-9,c-4,1810,US,PIT,MCO,834,N
c-12,c-12,c-1,1800,EV,ROA,ATL,357,Y
c-9,c-30,c-5,2014,OO,SFO,ACV,250,N
c-1,c-23,c-7,1220,WN,OAK,BUR,325,Y
c-7,c-12,c-2,1009,EV,HTS,CVG,123,N
c-9,c-16,c-5,1110,WN,PIT,MDW,402,N
c-8,c-23,c-2,1550,US,RDU,PHL,336,N
c-2,c-23,c-3,655,WN,CMH,BWI,336,N
c-6,c-8,c-3,1154,MQ,CMH,RDU,361,Y
c-12,c-12,c-1,1740,XE,ORD,CLE,316,N
c-3,c-24,c-4,906,DL,CVG,MSY,700,N
c-9,c-2,c-5,2057,OH,CVG,JFK,589,Y
c-10,c-10,c-1,555,US,LGA,DCA,214,N
c-4,c-9,c-6,1243,OO,ABQ,SLC,493,Y
c-3,c-8,c-2,1946,NW,MEM,IAH,469,N
c-3,c-5,c-6,731,TZ,DFW,MDW,797,Y
c-12,c-3,c-6,1246,OO,SLC,RAP,508,N
c-7,c-14,c-4,1718,EV,EYW,ATL,646,Y
c-3,c-22,c-2,2040,US,CLT,FLL,631,Y
c-3,c-21,c-1,1515,TZ,MDW,LGA,725,Y
c-9,c-10,c-6,740,OH,MCO,CAE,380,N
c-2,c-18,c-5,2253,WN,BUR,LAS,223,Y
c-10,c-10,c-1,2120,UA,TPA,IAD,810,Y
c-12,c-28,c-3,1322,UA,PDX,ORD,1739,Y
c-9,c-9,c-5,819,AS,IAD,SEA,2306,Y
c-7,c-21,c-4,825,XE,CRP,IAH,201,N
c-1,c-19,c-3,1650,EV,ATL,JAN,341,Y
c-5,c-15,c-7,1020,DH,GSP,IAD,383,Y
c-8,c-21,c-7,1825,WN,OMA,STL,342,N
c-10,c-11,c-2,627,XE,DTW,EWR,487,N
c-5,c-22,c-7,806,AA,BOS,MIA,1258,Y
c-12,c-22,c-4,1725,WN,PHX,SJC,621,Y
c-7,c-18,c-1,1945,XE,CLE,ORD,316,Y
c-7,c-20,c-3,1448,NW,MEM,DCA,762,Y
c-8,c-2,c-2,2150,WN,BWI,BUF,281,N
c-11,c-27,c-7,1845,XE,ORF,CLE,435,Y
c-3,c-13,c-7,1832,HP,SFO,PHX,651,Y
c-2,c-25,c-5,1714,DL,BWI,SLC,1864,Y
c-12,c-20,c-2,1450,WN,OAK,LAS,407,Y
c-12,c-27,c-2,1029,AA,ORD,DFW,802,N
c-10,c-27,c-4,1325,WN,ABQ,DAL,580,N
c-4,c-14,c-4,1538,DL,PIT,ATL,526,N
c-6,c-18,c-6,1219,AA,SNA,ORD,1726,N
c-3,c-14,c-1,1246,AS,SEA,LAS,866,Y
c-7,c-24,c-7,647,OO,CVG,ORD,264,Y
c-3,c-22,c-2,2055,DL,CVG,SLC,1449,Y
c-11,c-27,c-7,1527,OH,CVG,ORF,485,Y
c-7,c-3,c-7,1551,MQ,ORD,PIT,412,N
c-10,c-28,c-5,606,NW,BDL,DTW,548,N
c-11,c-7,c-1,1804,FL,ROC,BWI,277,Y
c-11,c-29,c-2,1016,AA,SFO,ORD,1846,Y
c-2,c-1,c-2,2057,AA,DFW,SAT,247,N
c-5,c-11,c-3,755,AA,ORD,DTW,235,Y
c-1,c-3,c-1,1808,AA,MIA,MSP,1501,N
c-8,c-5,c-5,2241,UA,ORD,MSP,334,Y
c-2,c-28,c-1,1439,CO,MCO,EWR,938,Y
c-4,c-4,c-1,947,AS,ONT,SEA,956,N
c-8,c-13,c-6,627,US,BTV,DCA,437,N
c-10,c-15,c-6,1818,OO,SFO,FAT,158,N
c-3,c-14,c-1,2048,WN,SNA,SMF,404,Y
c-12,c-8,c-4,1717,DL,MIA,ATL,595,Y
c-1,c-1,c-6,1337,DL,CHS,ATL,259,Y
c-5,c-11,c-3,1338,NW,ATL,MEM,332,Y
c-7,c-13,c-3,633,AA,DTW,DFW,987,N
c-1,c-19,c-3,1809,UA,MSY,DEN,1062,Y
c-10,c-18,c-2,2032,WN,SAN,OAK,446,Y
c-9,c-25,c-7,857,AA,DFW,ORF,1213,Y
c-11,c-18,c-5,1120,WN,MDW,SDF,271,Y
c-12,c-30,c-5,1424,UA,MSY,DEN,1062,N
c-11,c-12,c-6,638,UA,ORD,BWI,622,N
c-1,c-24,c-1,1839,OH,PWM,BOS,95,Y
c-3,c-12,c-6,1410,WN,LAS,ABQ,487,N
c-8,c-5,c-5,1756,UA,DEN,GEG,836,Y
c-9,c-19,c-1,1800,AA,DFW,IAD,1172,Y
c-4,c-2,c-6,1834,HP,DEN,PHX,602,Y
c-1,c-23,c-7,1505,HP,SEA,LAS,866,Y
c-12,c-10,c-6,1339,WN,FLL,MDW,1166,Y
c-4,c-19,c-2,1107,DL,ATL,DAY,432,N
c-9,c-23,c-5,1313,UA,OKC,DEN,495,N
c-5,c-29,c-7,1517,AA,PHX,ORD,1440,N
c-1,c-30,c-7,1324,EV,ATL,XNA,589,Y
c-9,c-25,c-7,1944,XE,EWR,MCI,1092,N
c-5,c-11,c-3,2000,WN,DAL,ABQ,580,Y
c-5,c-31,c-2,900,FL,MCO,ATL,403,N
c-12,c-30,c-5,1701,AA,DCA,STL,719,N
c-10,c-5,c-3,1305,UA,LAS,DEN,629,Y
c-6,c-9,c-4,1059,XE,MAF,IAH,429,N
c-2,c-5,c-6,1603,CO,IAH,MCO,853,N
c-9,c-23,c-5,1735,US,CLT,DFW,936,Y
c-10,c-22,c-6,658,OH,CVG,PVD,722,N
c-1,c-31,c-1,1950,DH,HPN,IAD,247,N
c-11,c-11,c-5,1608,WN,SAT,HOU,192,Y
c-8,c-15,c-1,1122,EV,TOL,ATL,549,Y
c-5,c-9,c-1,530,OH,PWM,CVG,810,N
c-7,c-14,c-4,1650,MQ,BOS,JFK,187,Y
c-6,c-15,c-3,933,OO,SLC,SGU,269,N
c-6,c-11,c-6,1727,CO,IAH,SJC,1608,N
c-6,c-20,c-1,2237,FL,ATL,ICT,781,Y
c-4,c-7,c-4,1522,EV,PIA,ATL,564,Y
c-9,c-8,c-4,1910,WN,STL,PHX,1262,N
c-1,c-28,c-5,824,NW,LAX,DTW,1979,N
c-6,c-22,c-3,1321,AS,SEA,LAX,954,Y
c-5,c-6,c-5,1927,UA,LAX,SEA,954,N
c-6,c-3,c-5,1808,US,PIT,SAN,2106,N
c-7,c-16,c-6,1603,HP,LAS,DTW,1750,Y
c-8,c-26,c-5,1538,NW,MSP,ATL,906,Y
c-2,c-15,c-2,1311,FL,BMI,ATL,533,Y
c-1,c-5,c-3,910,FL,MKE,ATL,669,Y
c-10,c-13,c-4,1027,MQ,ORD,SAV,773,N
c-4,c-20,c-3,2135,EV,SDF,CVG,83,N
c-3,c-21,c-1,1810,WN,MDW,BDL,777,N
c-10,c-5,c-3,2011,OO,DEN,MTJ,197,N
c-8,c-14,c-7,1617,FL,RIC,PHL,198,Y
c-7,c-2,c-6,2017,AS,KTN,SEA,680,Y
c-10,c-12,c-3,955,AA,DFW,SAN,1171,N
c-12,c-29,c-4,1741,DL,LGA,CVG,585,N
c-12,c-10,c-6,1128,US,PIT,PHL,267,N
c-8,c-7,c-7,1031,UA,ORD,OGG,4184,Y
c-3,c-1,c-2,715,WN,PBI,TPA,174,N
c-4,c-23,c-6,1749,OO,SBP,SFO,191,N
c-7,c-25,c-1,1500,WN,SAN,SMF,480,N
c-12,c-9,c-5,930,WN,BHM,MDW,570,Y
c-12,c-2,c-5,1442,XE,STL,IAH,668,Y
c-7,c-27,c-3,47,WN,PHL,MHT,290,Y
c-3,c-9,c-3,1034,CO,IAH,MIA,964,N
c-3,c-31,c-4,1106,OO,SLC,SUN,223,N
c-7,c-16,c-6,1725,WN,BWI,BDL,283,Y
c-6,c-17,c-5,605,MQ,GSO,DFW,999,N
c-6,c-7,c-2,719,DL,JFK,LAX,2475,Y
c-11,c-6,c-7,912,UA,MSP,DEN,680,N
c-8,c-30,c-2,1728,AA,DFW,IND,762,Y
c-6,c-27,c-1,825,WN,MDW,ISP,765,N
c-7,c-16,c-6,928,NW,GEG,MSP,1175,N
c-8,c-29,c-1,837,XE,EWR,CLT,529,N
c-10,c-16,c-7,1348,AA,DFW,IAH,224,N
c-12,c-25,c-7,1427,NW,TPA,GRR,1041,Y
c-12,c-9,c-5,924,AS,OAK,SEA,671,N
c-5,c-25,c-3,1654,MQ,JFK,BOS,187,Y
c-7,c-6,c-3,1718,XE,CLE,DFW,1021,Y
c-7,c-30,c-6,620,XE,PHL,CLE,363,N
c-7,c-25,c-1,800,XE,IAH,TUL,429,Y
c-11,c-26,c-6,1249,DL,SLC,ATL,1589,N
c-10,c-2,c-7,2101,AA,SFO,MIA,2585,N
c-6,c-8,c-3,819,AS,BUR,SEA,937,Y
c-5,c-1,c-7,2304,US,CLT,FLL,631,N
c-11,c-19,c-6,848,AA,ORD,HNL,4243,N
c-11,c-6,c-7,833,US,DCA,DFW,1192,N
c-7,c-10,c-7,1025,WN,IND,BWI,515,N
c-1,c-11,c-2,1139,AA,SNA,DFW,1205,N
c-2,c-26,c-6,952,AA,DFW,DCA,1192,Y
c-6,c-8,c-3,1638,EV,ATL,FLO,273,Y
c-1,c-28,c-5,1016,DL,ATL,STT,1599,N
c-11,c-28,c-1,1510,AS,SEA,ANC,1449,Y
c-8,c-10,c-3,1827,UA,SFO,DEN,967,N
c-3,c-31,c-4,929,CO,EWR,MSY,1167,Y
c-2,c-19,c-6,1325,DL,ONT,SLC,558,N
c-1,c-26,c-3,1338,EV,SBN,ATL,566,Y
c-5,c-1,c-7,1701,MQ,BTR,DFW,383,N
c-2,c-3,c-4,1410,AA,DFW,ATL,732,N
